,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
3024,Color,George Lucas,282.0,125.0,0.0,504.0,Peter Cushing,11000.0,460935665.0,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Star Wars: Episode IV - A New Hope ,911097,13485,Kenny Baker,1.0,death star|empire|galactic war|princess|rebellion,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,1470.0,English,USA,PG,11000000.0,1977.0,1000.0,8.7,2.35,33000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,Color,Adam Shankman,80.0,101.0,163.0,488.0,Peter Coyote,683.0,41227069.0,Drama|Romance,Lauren German,A Walk to Remember ,162701,2436,Paz de la Huerta,1.0,community service|love|punishment|school|student,http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1,962.0,English,USA,PG,11000000.0,2002.0,548.0,7.4,2.35,19000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3045,Color,Norman Jewison,20.0,145.0,278.0,279.0,Peter Boyle,13000.0,,Drama,Sylvester Stallone,F.I.S.T. ,5561,14735,Rod Steiger,2.0,1930s|driving through a gate|funeral|senator|trade union,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1,35.0,English,USA,PG,11000000.0,1978.0,595.0,6.4,1.85,745,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3046,Color,Tobe Hooper,52.0,100.0,365.0,225.0,Bud Cort,425.0,4884663.0,Horror|Sci-Fi,Louise Fletcher,Invaders from Mars ,5187,1661,William Bassett,0.0,alien|boy|nurse|school|school nurse,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,64.0,English,USA,PG,12000000.0,1986.0,394.0,5.5,2.35,902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3048,Color,Stanley Kubrick,124.0,184.0,0.0,111.0,Steven Berkoff,385.0,,Adventure|Drama|History|War,Ryan O'Neal,Barry Lyndon ,101627,1104,Hardy Krüger,0.0,18th century|england|rise and fall|rural setting|wealth,http://www.imdb.com/title/tt0072684/?ref_=fn_tt_tt_1,369.0,English,UK,PG,11000000.0,1975.0,293.0,8.1,1.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3066,Color,Martin Ritt,13.0,124.0,58.0,104.0,Anthony Zerbe,338.0,,Drama|History,Frank Finlay,The Molly Maguires ,2603,800,Samantha Eggar,0.0,coal|detective|irish|irish immigrant|pennsylvania,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,36.0,English,USA,PG,11000000.0,1970.0,275.0,6.9,2.35,608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3069,Color,Tobe Hooper,223.0,120.0,365.0,723.0,Zelda Rubinstein,887.0,76600000.0,Fantasy|Horror,Heather O'Rourke,Poltergeist ,105448,3876,Craig T. Nelson,0.0,ghost|haunted|haunting|house|paranormal investigator,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321.0,English,USA,PG,10700000.0,1982.0,770.0,7.4,2.35,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3080,Color,Steven Spielberg,215.0,120.0,14000.0,548.0,Dee Wallace,861.0,434949459.0,Family|Sci-Fi,Henry Thomas,E.T. the Extra-Terrestrial ,281842,2811,Peter Coyote,0.0,bicyclist|boy|doll|star wars reference|voice impersonation,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,515.0,English,USA,PG,10500000.0,1982.0,725.0,7.9,1.85,34000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,Color,Léa Pool,17.0,97.0,4.0,194.0,Marc Donato,882.0,,Adventure|Drama,William Hurt,The Blue Butterfly ,1337,1554,Raoul Max Trujillo,1.0,butterfly|entomologist|morpho butterfly|rain|rain forest,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,28.0,English,Canada,PG,12500000.0,2004.0,450.0,6.3,1.85,392,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3102,Color,Stephen Herek,22.0,100.0,65.0,577.0,Shaun Weiss,633.0,50752337.0,Comedy|Drama|Family|Sport,Lane Smith,The Mighty Ducks ,44502,3362,Elden Henson,8.0,coach|hockey team|lawyer|respect|team,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,46.0,English,USA,PG,10000000.0,1992.0,613.0,6.4,1.85,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3106,Color,Stephen Herek,81.0,90.0,65.0,730.0,George Carlin,18000.0,40485039.0,Adventure|Comedy|Music|Sci-Fi,Keanu Reeves,Bill & Ted's Excellent Adventure ,85362,20795,Al Leong,6.0,failing student|high school|payphone|teenager|telephone booth,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,181.0,English,USA,PG,10000000.0,1989.0,769.0,6.9,2.35,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3122,Color,Joe Dante,78.0,101.0,287.0,257.0,Al Leong,745.0,29500000.0,Fantasy|Horror|Sci-Fi,Albert Brooks,Twilight Zone: The Movie ,25613,1954,Vic Morrow,0.0,1940s|1960s|bar|kick the can|remake,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,121.0,English,USA,PG,10000000.0,1983.0,730.0,6.5,1.85,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3129,Color,David Lowery,78.0,102.0,38.0,190.0,Oona Laurence,3000.0,,Adventure|Family|Fantasy,Bryce Dallas Howard,Pete's Dragon ,408,3691,Isiah Whitlock Jr.,0.0,,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1,6.0,English,USA,PG,65000000.0,2016.0,424.0,7.3,2.35,21000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,Color,John Madden,158.0,122.0,108.0,111.0,Celia Imrie,220.0,33071558.0,Comedy|Drama,Tina Desai,The Second Best Exotic Marigold Hotel ,22369,583,Ronald Pickup,6.0,sequel,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,100.0,English,UK,PG,10000000.0,2015.0,186.0,6.6,2.35,21000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3143,Color,Mark Rosman,65.0,100.0,15.0,804.0,Chris Noth,1000.0,16247775.0,Comedy|Family|Romance,Ben Feldman,The Perfect Man ,23527,4789,Vanessa Lengies,3.0,e mail|moving|perfect man|secret admirer|suitor,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,104.0,English,USA,PG,25000000.0,2005.0,962.0,5.5,1.85,767,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,Color,Morgan Spurlock,83.0,106.0,293.0,547.0,Zayn Malik,773.0,28873374.0,Documentary|Music,Harry Styles,One Direction: This Is Us ,22161,2787,Niall Horan,11.0,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,68.0,English,USA,PG,10000000.0,2013.0,734.0,4.1,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3154,Color,Tuck Tucker,33.0,76.0,14.0,636.0,Vincent Schiavelli,1000.0,13684949.0,Adventure|Animation|Comedy|Family,Jennifer Jason Leigh,Hey Arnold! The Movie ,4564,3752,Paul Sorvino,0.0,castle thunder|document|neighborhood|punctuation in title|villain arrested,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,43.0,English,USA,PG,3000000.0,2002.0,811.0,5.9,1.85,227,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,Color,Joe Nussbaum,52.0,89.0,18.0,2000.0,Alexa PenaVega,7000.0,8070311.0,Comedy|Romance,Steve Carell,Sleepover ,12706,13626,Hunter Parrish,9.0,best friend|party|rival|scavenger hunt|sleepover,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,75.0,English,USA,PG,10000000.0,2004.0,2000.0,5.3,1.85,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,Color,Timothy Björklund,33.0,74.0,0.0,719.0,Kelsey Grammer,886.0,6491350.0,Animation|Comedy|Family|Fantasy|Musical,Nathan Lane,Teacher's Pet ,1231,5139,Jerry Stiller,0.0,dog|florida|mad scientist|school|teacher,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,26.0,English,USA,PG,10000000.0,2004.0,808.0,5.8,1.85,49,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,Color,Allan Arkush,19.0,78.0,13.0,378.0,Randy Quaid,753.0,,Comedy|Sci-Fi,Bernadette Peters,Heartbeeps ,1040,2791,Christopher Guest,0.0,escape|fish out of water|love|robot|servant,http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1,31.0,English,USA,PG,10000000.0,1981.0,695.0,4.2,2.35,425,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,Color,Eric Bross,46.0,85.0,49.0,401.0,Tamala Jones,719.0,4356743.0,Comedy|Family|Romance,Jerry Stiller,On the Line ,3662,2446,Dave Foley,2.0,based on short film|chicago illinois|el train|love|train,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,79.0,English,USA,PG,16000000.0,2001.0,405.0,4.1,1.85,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,Color,Terence Davies,96.0,135.0,25.0,553.0,Anthony LaPaglia,902.0,3041803.0,Drama|Romance,Eric Stoltz,The House of Mirth ,6377,2735,Elizabeth McGovern,0.0,high society|love|money|reputation|wealth,http://www.imdb.com/title/tt0200720/?ref_=fn_tt_tt_1,181.0,English,UK,PG,10000000.0,2000.0,576.0,7.1,2.35,345,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3200,Color,Franklin J. Schaffner,2.0,118.0,76.0,249.0,William Hootkins,902.0,800000.0,Adventure|Mystery|Thriller,Frank Langella,Sphinx ,892,2079,John Gielgud,0.0,bat|curse|egyptologist|mummy|murder,http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1,21.0,English,USA,PG,14000000.0,1981.0,488.0,5.2,2.35,106,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,Color,Douglas McGrath,80.0,132.0,41.0,1000.0,Anne Hathaway,16000.0,1309849.0,Drama|Romance,Charlie Hunnam,Nicholas Nickleby ,9395,29177,Jim Broadbent,1.0,boy|boys' school|death|friend|orphan,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,103.0,English,UK,PG,10000000.0,2002.0,11000.0,7.2,2.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3218, Black and White,Stephen Chow,246.0,85.0,0.0,51.0,Karen Mok,478.0,488872.0,Action|Comedy|Sport,Wei Zhao,Shaolin Soccer ,56923,700,Kwok-Kwan Chan,2.0,cult film|kung fu|martial arts|shaolin|soccer,http://www.imdb.com/title/tt0286112/?ref_=fn_tt_tt_1,243.0,Cantonese,Hong Kong,PG,10000000.0,2001.0,83.0,7.3,1.85,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3230,Color,Alan Metter,17.0,83.0,3.0,421.0,Michael Winslow,16000.0,126247.0,Comedy|Crime,Christopher Lee,Police Academy: Mission to Moscow ,24958,17469,G.W. Bailey,0.0,captain|commandant|mafia|russian mafia|security system,http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1,103.0,English,USA,PG,6200000.0,1994.0,542.0,3.3,1.85,321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3238,Color,William Dear,16.0,94.0,50.0,422.0,Corbin Bleu,835.0,140987.0,Drama,Madison Pettis,Free Style ,361,2519,Sandra Echeverría,3.0,,http://www.imdb.com/title/tt1128071/?ref_=fn_tt_tt_1,4.0,English,Canada,PG,,2008.0,632.0,4.2,1.85,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3275,Color,Kriv Stenders,54.0,92.0,25.0,110.0,Keisha Castle-Hughes,509.0,,Biography|Comedy|Drama|Family|Romance,Noah Taylor,Red Dog ,13003,1248,Luke Ford,0.0,australian|based on true events|dog|love|search,http://www.imdb.com/title/tt0803061/?ref_=fn_tt_tt_1,80.0,English,Australia,PG,8500000.0,2011.0,446.0,7.5,2.35,10000,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3298,Color,Linda Mendoza,32.0,76.0,17.0,571.0,Freddy Rodríguez,591.0,6126237.0,Comedy|Romance,Carlos Ponce,Chasing Papi ,3419,2851,Maria Conchita Alonso,3.0,beauty pageant|bilingual|dating|latino|three women,http://www.imdb.com/title/tt0323572/?ref_=fn_tt_tt_1,41.0,English,USA,PG,,2003.0,579.0,4.8,1.85,419,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,Color,Michael O. Sajbel,46.0,114.0,6.0,633.0,Drew Fuller,970.0,3420871.0,Drama|Family|Romance,Bill Cobbs,The Ultimate Gift ,14100,3824,Mircea Monroe,2.0,billionaire|grandfather|playboy|trust fund baby|wealth,http://www.imdb.com/title/tt0482629/?ref_=fn_tt_tt_1,81.0,English,USA,PG,,2006.0,906.0,7.4,1.85,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3304,Color,Stewart Raffill,41.0,91.0,12.0,297.0,John Carradine,1000.0,,Action|Adventure|Comedy|Romance|Sci-Fi,Anjelica Huston,The Ice Pirates ,7767,1991,Robert Urich,4.0,bar fight|cult film|ice|psychotronic|sword fight,http://www.imdb.com/title/tt0087451/?ref_=fn_tt_tt_1,56.0,English,USA,PG,9000000.0,1984.0,300.0,5.7,1.85,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,Color,Kevin Tancharoen,67.0,84.0,64.0,748.0,Heather Morris,2000.0,11860839.0,Documentary|Music,Lea Michele,Glee: The 3D Concert Movie ,5156,4617,Kevin McHale,0.0,concert|live in concert recording|live performance,http://www.imdb.com/title/tt1922612/?ref_=fn_tt_tt_1,21.0,English,USA,PG,9000000.0,2011.0,892.0,5.4,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3315,Color,Marc Forby,26.0,97.0,3.0,204.0,Will Patton,679.0,883887.0,Drama,Q'orianka Kilcher,Princess Kaiulani ,1201,1426,Shaun Evans,3.0,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1,14.0,English,USA,PG,9000000.0,2009.0,537.0,6.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3316,Color,Peter Cattaneo,24.0,86.0,11.0,18.0,Vince Colosimo,185.0,13751.0,Drama|Family,Jacqueline McKenzie,Opal Dream ,813,299,Peter Callan,0.0,friend|girl|imaginary friend|outback|town,http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1,6.0,English,Australia,PG,11400000.0,2006.0,62.0,6.6,1.85,135,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3335,Color,Roger Vadim,107.0,98.0,35.0,170.0,David Hemmings,949.0,,Adventure|Comedy|Fantasy|Sci-Fi,Jane Fonda,Barbarella ,24436,1510,Milo O'Shea,2.0,41st century|angel|future|laser gun|space opera,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,186.0,English,France,PG,9000000.0,1968.0,178.0,5.9,2.35,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3336,Color,Nils Gaup,6.0,92.0,8.0,3.0,Louisa Milwood-Haigh,35.0,,Adventure|Family,Bjørn Sundquist,Shipwrecked ,1984,47,Stian Smestad,2.0,boy|island|pirate|ship|treasure,http://www.imdb.com/title/tt0099816/?ref_=fn_tt_tt_1,14.0,English,Norway,PG,60000000.0,1990.0,6.0,6.7,2.35,278,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3343,Color,Jane Campion,222.0,119.0,319.0,179.0,Paul Schneider,2000.0,4440055.0,Biography|Drama|Romance,Abbie Cornish,Bright Star ,21360,3279,Samuel Roukin,0.0,19th century|friend|john keats|passion|poet,http://www.imdb.com/title/tt0810784/?ref_=fn_tt_tt_1,110.0,English,UK,PG,8500000.0,2009.0,552.0,7.0,1.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3345,Color,Herbert Ross,60.0,107.0,71.0,304.0,Chris Penn,967.0,80000000.0,Drama|Music|Romance,Dianne Wiest,Footloose ,51459,1962,Lori Singer,0.0,church|cowboy boots|dancing|high school dance|teenager,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,113.0,English,USA,PG,8200000.0,1984.0,455.0,6.5,1.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3351,Color,John G. Avildsen,81.0,126.0,80.0,225.0,William Zabka,668.0,90800000.0,Action|Drama|Family|Sport,Martin Kove,The Karate Kid ,126916,2004,William Bassett,0.0,apartment|bully|fight|karate|master,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,235.0,English,USA,PG,8000000.0,1984.0,641.0,7.2,1.85,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3360,Color,Ron Howard,43.0,111.0,2000.0,51.0,Howard Morris,15000.0,69800000.0,Comedy|Fantasy|Romance,Tom Hanks,Splash ,54723,15361,Patrick Cronin,2.0,cmnf|cmnf scene|mermaid|new york city|public nudity,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,99.0,English,USA,PG,8000000.0,1984.0,161.0,6.2,1.85,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,Color,Don Siegel,53.0,112.0,152.0,459.0,Patrick McGoohan,16000.0,36500000.0,Biography|Crime|Drama,Clint Eastwood,Escape from Alcatraz ,87090,17568,Fred Ward,0.0,alcatraz|escape|inmate|island|prison,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,142.0,English,USA,PG,8000000.0,1979.0,466.0,7.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3372,Color,Ken Shapiro,14.0,93.0,2.0,213.0,Dabney Coleman,484.0,,Comedy|Fantasy|Sci-Fi,Brian Doyle-Murray,Modern Problems ,3904,1455,Mary Kay Place,1.0,air traffic controller|nuclear waste|orgasm|telekinesis|voodoo,http://www.imdb.com/title/tt0082763/?ref_=fn_tt_tt_1,48.0,English,USA,PG,8000000.0,1981.0,345.0,5.0,1.85,495,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,Color,Doug Atchison,95.0,112.0,3.0,268.0,Sean Michael Afable,876.0,18811135.0,Drama,Curtis Armstrong,Akeelah and the Bee ,15337,2832,Tzi Ma,0.0,national spelling bee|principal|school principal|spelling|spelling bee,http://www.imdb.com/title/tt0437800/?ref_=fn_tt_tt_1,172.0,English,USA,PG,,2006.0,801.0,7.5,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3381,Color,Jonas Elmer,121.0,97.0,3.0,631.0,Frances Conroy,24000.0,16699684.0,Comedy|Romance,J.K. Simmons,New in Town ,17461,25792,Harry Connick Jr.,1.0,love|manufacturing|minnesota|plant|small town,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,78.0,English,USA,PG,8000000.0,2009.0,827.0,5.6,1.85,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3392,Color,Joe Nussbaum,83.0,104.0,18.0,741.0,Thomas McDonell,1000.0,10106233.0,Comedy|Drama,Cameron Monaghan,Prom ,12702,5190,Aimee Teegarden,0.0,decoration|father daughter relationship|high school|prom|teenager,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,32.0,English,USA,PG,8000000.0,2011.0,962.0,5.4,1.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3396,Color,James Ivory,51.0,140.0,133.0,136.0,Vanessa Redgrave,12000.0,25967000.0,Drama|Romance,Anthony Hopkins,Howards End ,21254,13180,Samuel West,3.0,england|friendship|prejudice|upper class|working class,http://www.imdb.com/title/tt0104454/?ref_=fn_tt_tt_1,86.0,English,UK,PG,,1992.0,898.0,7.5,2.35,788,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3425,Color,Charles Binamé,20.0,124.0,2.0,23.0,Roy Dupuis,413.0,,Biography|Drama|Sport,Stephen McHattie,The Rocket: The Legend of Rocket Richard ,4412,733,Julie LeBreton,0.0,fan|french canadian|hockey|hockey player|machinist,http://www.imdb.com/title/tt0460505/?ref_=fn_tt_tt_1,31.0,French,Canada,PG,8000000.0,2005.0,265.0,7.7,2.35,520,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3434,Color,Bruce Beresford,61.0,99.0,78.0,325.0,Jessica Tandy,11000.0,106593296.0,Comedy|Drama|Family,Morgan Freeman,Driving Miss Daisy ,72324,12619,Patti LuPone,1.0,1950s|african american|jewish|old age|widow,http://www.imdb.com/title/tt0097239/?ref_=fn_tt_tt_1,134.0,English,USA,PG,7500000.0,1989.0,509.0,7.4,1.85,3000,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3446,Color,Russell Holt,6.0,118.0,0.0,249.0,Brenda Strong,373.0,3347439.0,Drama|Romance,Eric Johnson,The Work and the Glory ,833,1233,Tiffany Dupont,1.0,1830s|baptism|intolerance|mormon church|sibling rivalry,http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1,33.0,English,USA,PG,7500000.0,2004.0,266.0,6.9,,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3472,Color,Guy Hamilton,136.0,121.0,82.0,189.0,Geoffrey Holder,581.0,35400000.0,Action|Adventure|Thriller,Yaphet Kotto,Live and Let Die ,74957,1865,Clifton James,3.0,british|cards|heroin|murder|tarot card,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,251.0,English,UK,PG,7000000.0,1973.0,547.0,6.8,1.66,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,Color,Jay Russell,79.0,95.0,13.0,430.0,Frankie Muniz,1000.0,34099640.0,Drama|Family|Sport,Clint Howard,My Dog Skip ,16651,2515,Cody Linley,0.0,1940s|dog|mississippi|puppy|veteran,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,149.0,English,USA,PG,5000000.0,2000.0,934.0,7.0,1.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3477, Black and White,George Clooney,351.0,93.0,0.0,566.0,Tate Donovan,21000.0,31501218.0,Biography|Drama|History,Robert Downey Jr.,"Good Night, and Good Luck. ",84070,22745,Alex Borstein,0.0,cbs|expose|fear|paranoia|reporter,http://www.imdb.com/title/tt0433383/?ref_=fn_tt_tt_1,526.0,English,USA,PG,7500000.0,2005.0,650.0,7.5,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3482,Color,Michael Anderson,112.0,119.0,23.0,440.0,Jenny Agutter,1000.0,25000000.0,Action|Adventure|Sci-Fi,Farrah Fawcett,Logan's Run ,39847,2951,Peter Ustinov,1.0,cat|computer|cult film|runner|sanctuary,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,242.0,English,USA,PG,9000000.0,1976.0,659.0,6.8,2.35,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,Color,Guy Hamilton,118.0,125.0,82.0,244.0,Hervé Villechaize,16000.0,21000000.0,Action|Adventure|Thriller,Christopher Lee,The Man with the Golden Gun ,73950,17611,Desmond Llewelyn,3.0,assassin|bikini|girl in a bikini|mission|secret agent,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,258.0,English,UK,PG,13000000.0,1974.0,387.0,6.8,1.66,2000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,Color,Sharron Miller,8.0,79.0,0.0,23.0,Elizabeth MacRae,246.0,,Horror,Bernard Fox,Alien Zone ,440,345,Charles Aidman,0.0,affair|child murderer|mortician|strangulation|supernatural power,http://www.imdb.com/title/tt0072626/?ref_=fn_tt_tt_1,21.0,English,USA,PG,350000.0,1978.0,29.0,4.1,,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3504,Color,Phillip Noyce,74.0,94.0,176.0,46.0,David Gulpilil,116.0,6165429.0,Adventure|Biography|Drama|History,Roy Billing,Rabbit-Proof Fence ,23486,312,Deborah Mailman,1.0,aborigine|based on true story|colonialism|fence|half caste,http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1,249.0,Aboriginal,Australia,PG,6000000.0,2002.0,93.0,7.5,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
